Id,Predicted
118,-503.4932676959427
119,-3655.319023592272
120,-908.9514766652989
121,-4422.07433536952
122,-14741.251000536626
123,-53.908519792342375
124,-8508.798445894763
125,-1834.1718811124697
126,-1361.1794498840768
127,-1923.6555340503826
128,-7819.370883991206
129,-3519.444968200392
130,-222.6839608456044
131,-12728.809646155198
132,-2314.5424446412508
133,-1923.3453912371767
134,-841.6019427893491
135,-1655.0412175944343
136,-6910.270669496834
137,-194.68580658370996
138,-246.93020016896685
139,-6670.185702461509
140,-1708.9725465274817
141,-299.0807678940893
142,-1354.6285546308357
143,-1109.538759523725
144,-3629.5244108383895
145,-3440.050050574866
146,-2242.528899916351
147,-4850.494439725015
148,-2371.511998367731
149,-240.99192571597052
150,-15683.89003442097
151,-2566.8536749080117
152,-461.90991146441206
153,-280.3920637564935
154,-1052.3526276947066
155,3.627942935812717
156,-359.64826279175696
157,-13153.71164842389
158,-1681.6616790817627
159,-17.955198760176337
160,-568.9881230898955
161,-2721.3695090410492
162,-4975.413612012027
163,-322.0148157448523
164,-1874.3950261206473
165,-10416.78203000098
166,-82.6466219519984
167,-3257.9821882713027
168,-1926.1601130139295
169,-1933.0317726683857
170,-47.543729862437445
171,-44.32131147987724
172,-1509.3130606773632
173,-3081.319909505178
174,-2388.1783633124937
175,-1744.8595154367995
176,-156.532071426908
177,-798.6824480709798
178,-4206.469443325575
179,-1765.9141369407712
180,-2266.7536705027005
181,-88.55857069096518
182,-2259.309378636559
183,-105.37212808089264
184,-32.880578012461775
185,-24.650711837421454
186,-1257.526867273479
187,-90.56359831992293
188,-107.89620236824082
189,-131.26010406782734
190,-1528.0854651458976
191,-6352.8267814997835
192,-66.16597463032387
193,-2058.5905204923815
194,-1028.6228539460135
195,-2441.844500774996
196,-5381.390382009643
197,-119.63452763730031
198,-967.3646392102997
199,-2805.1014508351095
200,-2291.2577105452774
201,-1013.3206059970115
202,-154.80530078307393
203,-23622.0671804704
204,-21.093138273566396
205,-7283.612845435651
206,-1171.6235499320346
207,-285.26745554149244
208,-49.55232160726776
209,-79.24467520613115
210,-133.50205159815488
211,-54.05159323780129
212,-33.04077907103215
213,-20410.844533828436
214,-6494.502027227302
215,-76.27913069823798
216,-26.204577992471958
217,-1756.2557782242327
218,-50.70018844861959
219,-1595.0408567734144
220,-8.261706417287831
221,-276.93163296469896
222,-11969.946393670538
223,-22495.161287123407
224,-466.2157237067111
225,-999.0102791966343
226,-101.58736889744976
227,-1312.080131939826
228,-497.7302113700339
229,-34.53761450844746
230,-5013.5879267260725
231,-133.97540722403778
232,-4777.824099631767
233,-129.10786519248757
234,-2463.4176525838716
235,-3258.6777736392996
236,-7901.8293040176295
237,-71.91666422545426
238,-4407.7682448810265
239,-2111.7293424721706
240,-64.73843310270455
241,-48.968194608439916
242,-3153.5484325449665
243,-13433.358093855812
244,-1572.800435648338
245,-80.43770207408986
246,-84.46803306619627
247,-2321.0387923339845
248,-1504.2948764205928
249,-81.10258561573296
250,-1889.4250469756512
251,-1612.3243195612902
252,-130.4443071399963
253,-4344.006667597794
254,-1696.3782133418115
255,-129.53095404609508
256,-7319.113267259146
257,-1785.4844293895314
258,-750.8385798070852
259,-97.124446119341
260,-161.966910101981
261,-2746.8187221090593
262,-870.3226573590415
263,-293.0094606738716
264,-60.99579107228944
265,-6438.191459141901
266,-5844.875469604095
267,-8057.490900426441
268,-1882.806092479526
269,-80.62845082855873
270,-6634.068793801668
271,-10.668714961628895
272,-2860.765993775656
273,-1279.9381182945483
274,-914.287060026142
275,19.39387489610777
276,-4422.036048583621
277,-60.414770087506106
278,-134.8867722924206
279,-1820.5638928389326
280,-849.5478656852913
281,-1487.0055772747535
282,-6315.673366133592
283,-12.314013125599795
284,-6316.24572678025
285,-6600.792667093121
286,-3398.005523627839
287,-3603.4385657147654
288,-504.12387816095236
289,-217.85432505033813
290,-202.63284967588942
291,-129.6436120553509
292,-72.7591448142869
293,-116.90056137352813
294,-169.22061609765407
295,-1694.0238365032606
296,-113.74301259704924
297,-1145.7211355158574
298,-2838.9602568309315
299,-1491.2259120395852
300,-77.06433012731938
301,-90.30200443757045
302,-700.2178224294753
303,-18.064547916618558
304,-12980.911071891021
305,-230.0229127695866
306,-426.9974548029493
307,-5838.467306403492
308,-1113.2170210364307
309,-250.53691372435154
310,-63.280794452644194
311,-76.33221105381183
312,-62.49018130947361
313,-4962.107676717727
314,-140.0896137422452
315,-192.59684877293247
316,-636.831492723226
317,-787.9690993570433
318,-254.12866593795064
319,-1584.362438074531
320,-880.8509106489939
321,-3.3906140104500837
322,-704.8251905140299
323,-5177.322786784012
324,-3842.2017572589325
325,-2548.1571425833276
326,-118.14181154851669
327,-822.7288961975875
328,-2731.7259538315825
329,-1907.0523322507543
330,-16996.841300870426
331,-11495.387546965401
332,-400.1043999996293
333,-652.1295143978434
334,-1085.7008463616517
335,-87.85521709890641
336,-5687.562510212931
337,-1194.0153408526678
338,31.710363733984867
339,-8042.733107497719
340,-981.9577632864531
341,-7988.553923837588
342,-1623.0247531576756
343,-1621.1157136772563
344,-1750.7584753215174
345,-42.46137216318288
346,-5731.371622937136
347,-1947.3816874906315
348,-55.149324241373286
349,-6471.980691821313
350,-323.3319335229627
351,-643.8047405267808
352,-168.10446083000795
353,-193.1830173414996
354,-1164.7291830081945
355,-1741.8157335925744
356,-3645.542983975275
357,-2560.0801944288105
358,-905.8790160139334
359,-75.20635883175719
360,-15.121411777561613
361,-1203.419229518558
362,-1064.6273140798621
363,-18.45380287564179
364,-123.3998436867548
365,-1456.4502055564924
366,-7811.350272915945
367,-2053.890472133933
368,-2569.8429673399182
369,-2245.8861423525937
370,-1834.4878596924036
371,-1378.723255627707
372,-1167.1389360756757
373,-180.52722831536542
374,-6424.62361148843
375,-1415.0705404904209
376,-33.03150053859374
377,-1451.5376632840032
378,-4028.446707096652
379,-4271.568242482926
380,-108.66099164623994
381,-86.82394132454866
382,-107.04329117830727
383,-2779.2746140404474
384,-1371.8581487678105
385,-853.7990706422119
386,-5485.316625279953
387,-2564.4648114049364
388,-90.26105190541223
389,-230.73902727981957
390,-137.13008732317522
391,-1258.7459681904108
392,-3748.906410699559
393,-1.4172503245808283
394,-10737.09625486217
395,-5257.073082033922
396,-203.44978021004445
397,-1704.0620269765104
398,-107.86468449709025
399,-2503.9006968015287
400,-386.7336744007246
401,-1426.8030585351605
402,-263.20542029878186
403,-38.01163353129194
404,-72.20420106880353
405,-141.95492932987295
406,-2356.1550985234053
407,-369.90893823094194
408,-1215.7041826298882
409,-62.695555581461505
410,-1528.842623391877
411,-3073.865019085784
412,-1089.577811496214
413,-62.70738932280894
414,-5139.963432795816
415,-578.8821585798518
416,-14.558126051913828
417,-1102.6757354202014
418,-1740.0984907608986
419,-657.7443920736305
420,-2329.8543647349493
421,-991.4373550705095
422,-1688.620704558056
423,-7513.58391547436
424,-107.31778697555703
425,-791.3328366670991
426,-43.88654268453379
427,-145.12459705943698
428,-221.65825015947328
429,-3676.8535153569396
430,-424.3544707331707
431,-1187.852862759872
432,-1186.07020364014
433,-16.611934961369805
434,-2128.7378598685727
435,-2934.294525517346
436,-7338.816197426461
437,-272.2822055186627
438,-97.05638167130431
439,-12997.796165797652
440,-1965.9646002349627
441,-57.23033990801315
442,-29.620917546818827
443,-1736.8060086218077
444,-696.0935821506442
445,-5098.615008140748
446,-983.9767407765704
447,-2981.19937824317
448,-582.7321185397901
449,-1553.103620751662
450,-157.79662176974216
451,-3673.4271217532487
452,-228.06723821098086
453,-1860.8703565859873
454,-818.5696706662628
455,-1908.5246756068861
456,-2623.226412901381
457,-159.3518099701276
458,-1034.1228510389983
459,-20.662445525681296
460,-2035.8737253123966
461,-127.49001121773546
462,-348.1081385112361
463,-4114.006316226921
464,-11180.92943572677
465,-4682.819337523214
466,-175.49078768483872
467,-130.31714306493902
468,-210.62265261868984
469,-9675.586859447205
470,-204.3812183046294
471,-157.01572065759962
472,-55.048148232108325
473,-7026.750667721606
474,-2905.245286340198
475,-2554.793942732251
476,-58.10523066171654
477,-1059.5012882573326
478,-1969.1745923253409
479,-78.47809284101379
480,-1805.5315270812619
481,-191.44604260659688
482,-9635.91031190461
483,-1987.511651423201
484,-242.8645131039741
485,-3742.2034983400904
486,-113.42254866599617
487,-102.02719368725064
488,-341.7923040416734
489,-1556.1436436064005
490,-1705.2406436886758
491,-307.58612017150335
492,-966.4563173813356
493,-7971.054875721738
494,-5786.403374293952
495,-10820.813578269313
496,-2012.546098241647
497,-88.02672974873231
498,-76.9770017208924
499,-293.64298109199467
500,-2224.5121528436466
501,-13398.938352240342
502,-7043.518316694532
503,-1333.5186674712256
504,-3021.7413571760812
505,-91.67455264127787
506,-12688.936972883348
507,-1978.7837547404786
508,-1300.3365312202322
509,-117.65500155051328
510,-116.58325505402406
511,-183.2619113595745
512,-11963.534855409174
513,-142.3515255692475
514,-998.037327462309
515,-23.551801567984896
516,-1528.158310307425
517,-175.4151300270921
518,-147.7249818932331
519,-3539.490188835824
520,-46.790019834787536
521,-799.8015842198347
522,-663.4029352631619
523,-74.77926279776635
524,-4887.459245946833
525,-157.32935030930065
526,-1777.4306084541433
527,-104.49108371896935
528,-186.3593646082226
529,-256.4600498161487
530,-44.37278468634328
531,-565.853032414033
532,-6011.111817535467
533,-17.7337651347575
534,-174.43843925398724
535,-64.36960675511779
536,-2670.0569137375605
537,-111.52434289412709
538,-21416.864383075546
539,-3791.1767881876835
540,-103.69851160715399
541,-5759.748129058709
542,-1483.1099511682332
543,-1855.1496309943063
544,-390.4038127245953
545,-120.67266985475973
546,-1098.8944305295295
547,-2888.721871346254
548,-322.4668104859977
549,-2154.865766926461
550,-36.15798073750571
551,-91.1929912744599
552,-791.8297154978284
553,-8.211862807195601
554,-168.01299409700542
555,-89.0193285566687
556,-2715.09370690844
557,-944.791633274619
558,-2097.4546637161084
559,-48.7709417399658
560,-277.6176645034436
561,-390.8672158136381
562,-2467.971450544761
563,-9558.758261385794
564,-5838.408984730372
565,-12603.028110753294
566,-5603.688240400166
567,-1328.9374726631727
568,-490.43685707029863
569,-275.1278085150219
570,-627.8463435657374
571,-4291.055488334913
572,-6999.435586734425
573,-8144.17690871013
574,-32.44349341957561
575,-3911.77832033479
576,-147.47237060666706
577,-134.42683939633457
578,-15667.027434259031
579,-52.99811893239757
580,2.5466442734420416
581,-152.93949870229645
582,-3304.773997705851
583,-93.24319879304188
584,-6469.192828887538
585,-3770.9173168419197
586,-3414.4906828126404
587,-1463.261479085301
588,-598.6757805482374
589,-1919.3995218074845
590,-3860.585877617638
591,-13737.985034656398
592,-28.978903370333025
593,-128.15340407861456
594,-5389.992506801785
595,-2374.30345973834
596,-4288.151541494671
597,-1274.5592816531712
598,-1775.879647564525
599,-265.49244369308894
600,-8434.224544297038
601,-4737.087939404876
602,-265.20282112010705
603,-294.7842446732075
604,-1922.5221755960467
605,-242.29662753444384
606,-51.23765472413051
607,-29.976493098312115
608,-31.028408031080417
609,-1532.68731867786
610,-617.815961466236
611,-73.22086994294459
612,-232.05610449834396
613,-968.4756106552306
614,-1764.9837211020974
615,-1149.566742733957
616,-3756.8164964733437
617,-1243.5189155159153
618,-4970.101608778971
619,-14823.239463876
620,-3152.7954427301183
621,-87.33940810400651
622,-2215.3703016257305
623,-2474.979817310534
624,-38.15547841190206
625,-25.95135939724958
626,-2223.872623952931
627,-633.1697970235201
628,-985.8175382665371
629,-5637.123261819921
630,-5289.897731552456
631,-1.3665540335496225
632,-2007.6182986040155
633,-307.92514335943105
634,-107.54677457695327
635,-1227.4085770364643
636,-8344.226099758098
637,-564.4535780074842
638,-7567.636923499139
639,-1295.096672423506
640,-209.5050509073138
641,-17707.518507653138
642,-12460.315266198846
643,-457.36007964751184
644,-60.97423448505966
645,-2147.34634435807
646,-289.2694887967791
647,-817.2893406510444
648,-1966.4998363216293
649,-761.5102782532822
650,-1206.749470734051
651,-639.229728779709
652,-44.49748956857058
653,-161.9897139996482
654,-4059.939215728329
655,-12760.459543539833
656,-22457.2469567442
657,-717.1529925836726
658,-1375.2890776607592
659,-8.06578210702853
660,-52.368717533124624
661,-962.1658164072887
662,-1067.4410763436922
663,-2139.552681172316
664,-212.14062507887553
665,-8175.760952867931
666,-155.7247518909592
667,-146.06371418143166
668,-3243.4313210233367
669,-3729.237335054113
670,-6347.794555610141
671,-7905.446060129975
672,-1645.6383833740972
673,-1652.3937438874368
674,-1722.5307058506373
675,-1102.963890069593
676,-18.620521812287556
677,-333.25403488228756
678,-6274.513331309588
679,-103.56421750701425
680,-7.284194462690023
681,-123.10353471470819
682,-306.3457259700662
683,-1812.2199706618667
684,-8743.140527163187
685,-5565.864020783181
686,-1709.8996761115297
687,-229.41031267324524
688,-217.9074365910625
689,-2221.775893718126
690,-378.3986976064411
691,-1395.026482254662
692,-1824.8434233837029
693,-19561.079682073658
694,-16193.336892207088
695,-11534.362711644515
696,-1859.8453960252089
697,-135.01398409347553
698,-1530.653594844533
699,-30.844837847374116
700,-948.662002347333
701,-100.02291367200004
702,-1745.3762472387418
703,-171.09865912401597
704,-1313.2066662112204
705,-146.74427809799127
706,-2895.9557370257917
707,-2110.577160554535
708,-19.330462816658944
709,-52.65215249564459
710,-15338.012120566942
711,-1497.6618911773353
712,-15745.474980914787
713,-159.23344977105145
714,-61.9828492159559
715,-1795.287842858564
716,-1829.0218850575193
717,-1669.7614462179974
718,-291.9920691500895
719,-4246.472975289892
720,-3481.6670661364424
721,-1776.0901091400995
722,-48.4461692083728
723,-219.70324238443436
724,-169.15729217781524
725,-800.9678699492753
726,-9677.670497339457
727,-190.46265898755175
728,-14.509542668099265
729,-44.559427261063384
730,-89.63003601655078
731,-2853.793421974044
732,-1829.4359026681495
733,-2774.540414603336
734,-255.8086775090945
735,-141.43755865453588
736,-10426.112302110158
737,-277.46684023178244
738,-1244.5353822207253
739,-109.32224126413733
740,-113.50517316402434
741,-152.57572554427455
742,-1409.0253641648435
743,-12763.661828279153
744,-1363.193574337651
745,-931.7250592114452
746,-813.7911589771178
747,-4539.556667350398
748,-4532.532395562554
749,-1676.3874998341316
750,-1388.1154960237245
751,-118.90387731416136
752,-5999.086111262054
753,-2917.8637641940545
754,-101.56428304924239
755,-134.83746675368684
756,-71.68238214718504
757,-1547.6028820834417
758,-255.34446986782532
759,-443.52454269857043
760,-46.40921067531941
761,-1256.3586833378458
762,-285.4809119359506
763,-2371.6315739936795
764,-2962.8646179855273
765,-1051.683662470477
766,-3313.4388023146053
767,-1777.0693300358414
768,-2514.324774446931
769,-6543.622760262396
770,-356.9935472602655
771,-217.56159520175578
772,-10215.433596604533
773,-140.9777287241104
774,-1840.872391386488
775,-7485.292181707758
776,-102.89838972901681
777,-4453.638279355766
778,-122.34742345468851
779,-41.34381741958013
780,-1067.1492264524447
781,-30.65697145726536
782,-31.07141441188443
783,-134.04951689616203
784,-151.1638166846824
785,-1325.0845462513416
786,-1085.8008128768913
787,-1504.3287511921471
788,-122.88510669887539
789,-1464.977286355845
790,-25.297021810439354
791,-14695.242056440424
792,-1475.8148500217403
793,-600.9114616482909
794,-500.362757838496
795,-2028.2669586468505
796,-8258.904764716572
797,-6966.749399627329
798,-1776.4151103764
799,-4323.735524564952
800,-220.32356969134852
801,-7432.9609990194285
802,-2055.8662635354517
803,-1514.6526844537198
804,-59.802020708824
805,-550.0003321675259
806,-18125.274008275424
807,-3736.125125345387
808,-166.8525174187927
809,-395.1906491288211
810,-340.2314841418596
811,-10276.195614046937
812,-1469.183993785562
813,-131.9178723338837
814,-14360.25976783928
815,-2376.9691611874923
816,-3592.7002648308808
817,-1493.5600655323751
818,-1504.338232700324
819,-14462.408158273262
820,-181.09584167825676
821,-2956.756096718046
822,-12508.780532691757
823,-82.4653823240791
824,-4003.4166214142824
825,-200.47329841718528
826,-23151.553792847495
827,-4046.3755796222717
828,-269.1065938976892
829,-65.81356349746831
830,-1194.7017999282236
831,-4339.630897826603
832,-146.72870893630903
833,-889.0180241639565
834,-144.52629441683743
835,-8.267933578262857
836,-1738.5258277533028
837,-616.202235573049
838,-22.767502728218496
839,-12097.988173862806
840,-1164.4086061303403
841,-67.26256079168401
842,-237.12012924217063
843,-358.06015532472617
844,-79.71324078220981
845,-119.7210592187249
846,-2706.959529938794
847,-1233.0879003843056
848,-137.6449970821919
849,-323.8539571629668
850,-329.7382666464208
851,-227.18379128246542
852,-286.6488683195803
853,-2424.0579858348683
854,-46.29507107907897
855,-15071.199430339211
856,-1960.1463197814355
857,-1943.7384382525202
858,-11924.239277171664
859,-105.49162326268406
860,-5075.875837949331
861,-3265.8652565091697
862,-84.31484264459378
863,-51.441789973385944
864,-15.923920036454641
865,-64.49750993672191
866,-6266.917553935191
867,-972.5422985424657
868,-262.29999328305166
869,-1174.8743487273962
870,-1309.8284735809389
871,-406.39358940365366
872,-319.99673501606964
873,-106.84788198531243
874,-118.30009229859284
875,-1812.656004781858
876,-1520.9843177250382
877,-568.6827559378364
878,-1714.6212552685215
879,-81.85536310138963
880,-108.02207766683131
881,-1212.6432398576367
882,-2814.425663529297
883,-4587.524478011499
884,-8375.619535488773
885,-5966.321968609613
886,-1064.2569137223702
887,-9921.95912659087
888,-1410.808120858851
889,-1862.9970505026101
890,-65.47159491126605
891,-2363.388087360929
892,-5501.871502310921
893,-2159.8890919316436
894,-6765.480536587475
895,-750.7944361762395
896,-1816.9337743501471
897,-1641.259501405551
898,-3530.288835294487
899,-81.09704206007004
900,-3453.5528069138313
901,-2675.5876956868146
902,-1568.053302730761
903,-775.1791768255657
904,-144.25342375325897
905,-206.81798261561153
906,-168.14101768711942
907,-286.1197547618956
908,-2367.786458111446
909,-1486.3777564383035
910,-2047.8688413803352
911,-1926.6543848861334
912,-7267.553819473551
913,-92.44679307524441
914,-24.58197557831822
915,-26.431114984113712
916,-3274.1364511066026
917,-2760.6424655469978
918,-1032.0047283458841
919,-150.96001028017017
920,-14894.422112137368
921,-1516.005032852374
922,-576.9367890220896
923,-6836.20392942333
924,-73.29899451329128
925,-845.1821778427902
926,-240.41122719515857
927,-1793.0164872004314
928,-5227.265127649947
929,-1139.19822529082
930,-3091.9001870405677
931,-19764.91582752491
932,-3311.1974262815233
933,-1128.036479230235
934,-21487.478779975943
935,-5111.041636906673
936,-3175.861466970181
937,-5664.351102546318
938,-320.64117361998393
939,-124.00312849588721
940,-5895.869362156866
941,-277.11474241044886
942,-8157.482010460651
943,-4849.884617471029
944,-40.83047058683865
945,-180.28714460630357
946,-1083.7376358014924
947,-3093.199127688375
948,-1981.9178286229433
949,-13405.717822620385
950,-274.09288268077313
951,-1246.0264812402675
952,-1423.7705190155152
953,-92.69265814888745
954,-15220.632971235109
955,-54.60520861261466
956,-126.86915132602883
957,-91.1353895817964
958,-82.61212303880723
959,-2759.74362517748
960,-1723.685038424691
961,-1843.7146658951192
962,-113.17979969029442
963,-1640.4629269487748
964,-1089.1330884082981
965,-1349.063702014
966,-29.29182368868663
967,-1727.681241594141
968,-3411.3546512701087
969,-15326.539120273397
970,-1859.8783316087552
971,-48.4561289175655
972,-366.35111061432013
973,-150.13222101527697
974,-1283.2673780157827
975,-3439.8124888850607
976,-85.56947856353528
977,-1751.3541864438293
978,-1454.7950100179141
979,-15288.286988944088
980,-4046.769340719711
981,-735.8959087179226
982,-5263.007272452783
983,-3344.8700826330737
984,-539.0275946662917
985,-51.85737256119367
986,-141.73298516621398
987,-8179.149731689825
988,-3691.3214141914036
989,-281.9646010735845
990,-1930.4852529805987
991,-550.0911412096244
992,-15490.727675527285
993,-528.1607768914716
994,-54.29834933103227
995,-70.6509460525357
996,-74.83148103840067
997,-70.16211112614204
998,-28.17012817908827
999,-163.75486045068223
1000,-1037.5199004697058
1001,-2099.624931132628
1002,-4451.075637576592
1003,-4144.382043871142
1004,-236.41660389878717
1005,-69.31799683879807
1006,-35.9583495344665
1007,-80.7660657311959
1008,-2500.00209937093
1009,-1612.9884846686025
1010,-432.782862937018
1011,-59.98742440816172
1012,-37.36619191235615
1013,-112.0025280733074
1014,-4983.408283957483
1015,-28.137628495712246
1016,-92.42396743985672
1017,-108.62135415559521
1018,-2107.411835239446
1019,-55.50315967194029
1020,-123.42016003805844
1021,-165.0893179530714
1022,-2.3888921408109245
1023,-1265.2733032315339
1024,-98.41280616037686
1025,-342.7207340130407
1026,-103.55289126555414
1027,-1686.3942890686599
1028,-1956.0380558273941
1029,-1522.5079677932877
1030,-1252.83426266396
1031,-645.9918551035961
1032,-152.39103157240206
1033,-13695.164421107023
1034,-1145.7874769127316
1035,-2932.9291542284313
1036,-527.9561763790166
1037,-2048.910540501115
1038,-1749.0255313138143
1039,-10850.8570636517
1040,-198.570103197933
1041,-12916.328150371248
1042,-52.08050058072941
1043,-1389.6577274727194
1044,-12989.921247646444
1045,-1033.829670259038
1046,-1261.5914663454114
1047,-6903.697428235816
1048,-104.22758670932184
1049,-195.10634739384014
1050,-796.3057965439936
1051,-1988.1214315000475
1052,-8012.57582289049
1053,-85.3454356925524
1054,-45.13690101854653
1055,-2765.2707475355937
1056,-16.578810796707298
1057,-1645.7535553001112
1058,-1727.8354930550554
1059,-181.17540554434746
1060,-1049.111034327816
1061,-46.50917238127092
1062,-867.6287120630873
1063,-1639.757815101019
1064,-1404.657859955641
1065,-438.7885620585103
1066,-172.83147602094948
1067,-3835.678347564577
1068,-39.70947131988641
1069,-1098.8658574992414
1070,-29.812061790425243
1071,-160.75300698173132
1072,-20.015852888824355
1073,-724.2315062934567
1074,-4758.60336395071
1075,-253.35140965494153
1076,-1670.9369067991145
1077,-8776.32463737376
1078,-1680.6928776328002
1079,-241.1882554673277
1080,-1842.2356760536798
1081,-71.15690583620128
1082,-2698.6951977770573
1083,-1098.043468444486
1084,-102.13161569742212
1085,-2307.674241222107
1086,-9242.043984274573
1087,-115.05150615268921
1088,-1439.8028349640297
1089,-191.02173231838324
1090,-1783.8847346999323
1091,-499.46435879963184
1092,-1079.5096099049235
1093,-1199.7369296716681
1094,-929.9648072382081
1095,-1049.4289711219328
1096,-1885.0792490014458
1097,-234.90649696445146
1098,-1561.7912868042274
1099,-352.56804693024867
1100,-19.53483066656171
1101,-30.87983706102991
1102,-69.61053117614574
1103,-11440.669666179941
1104,-275.464093088125
1105,-838.3104973357425
1106,-12574.532883093672
1107,-4247.286130681108
1108,-58.89407187932146
1109,-293.43413969868607
1110,-1934.2668834576816
1111,-723.902863046467
1112,-5030.234789496879
1113,-7308.92392632654
1114,-3266.537427221104
1115,-257.53181492870334
1116,1.4428707992284608
1117,-44.528365786893005
1118,-164.96429590320878
1119,-2434.793867872892
1120,-954.2223146616507
1121,-13793.988063259385
1122,-1729.5266951517415
1123,-2761.85668895791
1124,-5913.267190420131
1125,-2125.7519642555603
1126,-151.91382101321867
1127,-156.45975506864613
1128,-5692.633665520569
1129,-22.990011353912028
1130,-3176.2112574468993
1131,-1777.449078992006
1132,-104.1619857249594
1133,-1202.92172939181
1134,-456.026444572133
1135,-35.21886543338402
1136,-152.4162711603737
1137,-1257.737037126355
1138,-8164.310898593168
1139,-4549.695710413761
1140,-4022.6190634293935
1141,-49.361533274863625
1142,-2954.2545319663404
1143,-450.3216344058923
1144,-1161.6937955992287
1145,-1692.644430942215
1146,-1625.103812795287
1147,-458.4330387795432
1148,-1.0442380644220721
1149,-125.88933333114825
1150,-348.8836229838099
1151,-1881.088906908261
1152,-1386.6444960189626
1153,-2194.21559528606
1154,-225.66422846692382
1155,-1806.0433983149492
1156,-61.97910715952797
1157,-2868.847889677499
1158,-357.59824224458663
1159,-1782.9922160135197
1160,-1250.1646869866988
1161,-9055.472309012708
1162,-2316.922519177874
1163,-1095.0494516039464
1164,-115.24229829667956
1165,-102.5153332049641
1166,-2856.6525537083044
1167,-109.49427115512077
1168,-1881.0144761717431
1169,-3600.344730081734
1170,-185.1139920021661
1171,-139.5799642693868
1172,-4734.2344859925415
1173,-42.331257179887
1174,-1260.9813189069819
1175,-1184.1814182260366
1176,-215.74525264193778
1177,-17318.335000493396
1178,-4410.777096019236
1179,-11503.476065346593
1180,-2837.111424607232
1181,-1146.1061743029397
1182,-1201.2087944186292
1183,-2616.3434468390055
1184,-142.27536603373824
1185,-4951.337912014532
1186,-468.5060232341957
1187,-1489.5779433762461
1188,-12002.49488322074
1189,-914.5479826400378
1190,-1788.9703845230765
1191,-5666.7898369474
1192,-535.425369133329
1193,-400.79767602483906
1194,-70.40157344822933
1195,-90.7796714051655
1196,-3356.3303590076794
1197,-235.23915953717335
1198,-370.65467122663114
1199,-2336.238984287715
1200,-1063.2791464445654
1201,-195.97411090323516
1202,-2783.877456936433
1203,-2049.573725104907
1204,-3569.327005630542
1205,-56.01294356417401
1206,-1515.389721481051
1207,-3016.810614643963
1208,-1892.9716024951604
1209,-1153.1526979504076
1210,-146.28459817439958
1211,-2613.3062826157366
1212,-106.58877636760536
1213,-1535.8831484376171
1214,-244.54681849294624
1215,-1260.9210063534376
1216,-14784.81005929495
1217,-2459.125072061697
1218,-971.9082147548062
1219,-258.13816341472915
1220,-76.45042043958883
1221,-471.83073672060783
1222,-1640.2280813843668
1223,-1206.809578697625
1224,-2504.2994027740842
